feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,id
-0.282211,-0.26257217,-0.2916139,0.81653893,0.6441595,0.6923444,0.35932165,0.26368833,0.21126206,-0.26460293,-0.099492386,-0.33492863,-0.4372695,0.5061125,0.4412057,0.33129513,457
-0.76879513,0.48801374,-0.023016406,0.3546383,0.51440185,-0.13703349,0.517286,0.37163982,-0.41240546,-0.20919001,-0.06982527,-0.41861895,-0.42100915,0.654499,0.19306658,-0.420933,468
0.05381282,0.23577224,-0.31560457,0.4005031,-0.088225126,0.50424665,0.109144,0.6585796,-0.18289721,-0.043536093,0.048297003,0.3292845,-0.2446301,0.6470398,0.377366,-0.30874693,473
0.29066637,-0.03442273,0.33857995,0.79756695,0.518089,0.56517696,0.37379253,0.17100978,0.17623146,-0.42754763,0.19026935,0.5098742,0.16907836,0.16247444,0.27662462,-0.73945427,482
-0.5248155,-0.44139865,-0.40452284,-0.74413806,0.36571386,0.28737432,0.57792246,0.08665038,-0.3992206,0.15395775,0.49807754,-0.049674656,-0.3215333,-0.023528,-0.07157281,-0.7745647,483
0.6209763,0.434426,-0.45998892,0.3684223,0.060722396,0.63862365,0.1326716,0.28430492,0.07409984,-0.05403608,-0.09573253,0.1442562,-0.23995422,0.33326632,0.14537068,-0.47741348,494
-0.36159253,-0.22916354,-0.06514186,0.05121282,0.40850133,-0.45716906,0.6590257,0.07621423,-0.46295536,0.158036,-0.4573911,0.07006334,0.25992188,0.1454314,-0.05801015,-0.72621244,550
-0.18523146,-0.17475708,0.42451322,0.8282887,0.17499118,0.8981169,0.19088738,-0.1920687,0.20447744,0.21394368,-0.49005362,-0.0400139,-0.039650813,0.0912162,0.19131266,-0.27088523,571
-0.59542906,-0.14165586,-0.12944868,-0.10798871,0.102103636,-0.080399565,0.24452454,-0.72758853,-0.4317731,0.5112674,0.3168927,0.15919557,-0.60196465,0.2508072,-0.30889812,-0.6176637,607
-0.34398887,-0.26380834,-0.227553,0.23834975,0.3075286,-0.42316607,0.54797614,0.22820097,-0.28115308,0.056351937,-0.45292065,-0.027656933,-0.18810147,0.40817738,-0.481362,-0.5311483,658
-0.115568645,-0.43462804,0.047740288,0.34329504,0.062123787,-0.040395424,0.3368586,-0.641477,-0.7058564,0.07263936,-0.2121047,0.020740885,0.057915397,0.17853363,0.30390984,-0.79432726,692
0.119735315,-0.56949097,-0.29932803,0.0056241,0.14150575,0.058057357,0.17959091,0.28392246,-0.5690187,0.40698415,-0.07705109,-0.27476236,-0.55163103,-0.01600929,-0.48427287,-0.6272094,705
-0.1120359,0.32111412,0.21860035,0.06719035,0.473818,-0.02546667,0.3288699,-0.19335464,-0.6611395,0.5671333,-0.26011524,0.031191789,0.06931022,-0.3385784,0.2651914,-0.66690284,708
0.4666213,-0.17266637,0.082990885,0.6409533,0.3271789,0.6081873,-0.0950474,-0.010425852,0.34520093,-0.13043411,0.3143646,0.2848038,-0.101757,0.28848004,0.40710706,-0.82734585,720
-0.4982964,-0.34602433,-0.11334419,0.2766395,-0.45315558,0.18125838,0.076817416,0.029382527,-0.040448595,-0.30833855,-0.056955613,0.47237337,-0.7940774,-0.27586797,0.47323334,-0.592362,758
0.19924867,-0.36590013,-0.0038161685,0.22878683,0.55215615,0.81636065,0.1682989,0.61488867,0.32254705,-0.34224573,-0.3398634,-0.4521332,-0.46178466,0.43148547,0.1129466,-0.48766544,788
0.44136488,-0.7806038,0.23141953,0.27527624,0.06366552,0.4773605,-0.057878934,0.17795198,-0.47342804,0.31938493,-0.18071778,0.09874418,-0.4072838,0.31971323,0.3587746,-0.58858275,789
0.61935955,0.24357966,-0.36823937,0.6042091,0.01465007,0.1995977,-0.22241673,-0.6019179,-0.64433414,0.58978176,-0.2204109,-0.021907546,-0.71736395,0.34061146,-0.070062846,-0.029515302,798
-0.41376278,-0.052891072,-0.7172897,0.59376943,-0.3336206,-0.14893076,0.45899037,0.09787671,-0.60859233,0.04045536,-0.11487757,0.059132893,-0.30208132,-0.001482573,-0.69480497,-0.3664639,851
0.5161194,0.2755624,-0.6541642,0.5461527,0.33712304,0.5611588,-0.24910265,0.35059914,-0.17282045,0.47593203,0.40131408,0.36688662,-0.2026584,0.43106434,0.040817536,0.08656206,872
0.43386897,-0.19763313,0.32971707,0.64653546,-0.18314144,0.4489868,0.61213744,0.51126903,-0.370961,0.35057825,0.024222296,0.45595637,-0.15077636,-0.06558053,0.31280524,-0.18785982,886
-0.37066883,-0.51260304,0.14298503,0.011096677,0.34868586,-0.13469398,0.5012408,-0.08212748,-0.6229595,-0.071090296,-0.03643154,0.44209418,0.22624907,-0.058819707,0.05602284,-0.77586806,896
0.68535346,-0.12977274,-0.4616206,0.64783233,0.6635373,0.34105512,-0.27985406,-0.28743875,-0.2926636,0.32488152,0.05868076,0.5306327,0.012944079,0.06776508,0.22733578,-0.13437955,963
-0.3394314,0.68604106,-0.34055164,-0.573097,0.30777898,0.06929919,0.5617772,-0.19953762,-0.09105496,0.018481564,0.20465547,0.08964565,-0.6639953,0.6807918,-0.25976387,-0.7455458,985
-0.44597796,-0.25077662,-0.048824377,-0.3283118,0.28457582,-0.047313362,0.33000854,0.11748257,-0.47666702,-0.60353494,-0.14644344,0.6332741,-0.21516865,-0.4902134,0.5164519,-0.7424193,1046
0.1297792,-0.13414405,-0.60527164,0.63450795,-0.06661026,-0.14478692,-0.0026507315,-0.11005232,-0.57744145,0.11027943,-0.19563076,0.013543074,-0.63920283,0.3685201,-0.3798852,-0.35321185,1066
0.20803998,-0.43636322,0.28067693,-0.18516794,-0.008102835,0.15139385,0.7070709,0.559366,-0.6021527,0.4026643,0.16771919,0.4704803,-0.21126767,-0.25610545,0.40339062,-0.47519165,1073
-0.25497597,-0.32586467,0.38726845,0.36256278,0.22072211,0.54505646,0.13467014,0.08289782,-0.6396208,0.5218999,-0.03742864,-0.33892667,-0.16421665,0.08178976,0.4951745,-0.43254346,1102
0.30248073,0.16864073,-0.057599317,0.10225718,-0.23431396,0.058029823,0.8152686,0.72267926,-0.45614633,0.13891716,0.06524991,0.6294113,-0.06668534,-0.23018174,-0.07054814,-0.48465526,1110
0.471117,-0.08133034,0.35992694,0.5154455,0.17969605,0.12841567,0.6368151,-0.27204967,-0.23467982,-0.33044532,-0.3888909,0.8972733,0.1489994,0.024924425,-0.23980895,-0.63978827,1144
-0.76950085,-0.5540976,0.2467621,-0.472092,0.7863902,-0.40659672,0.46508837,-0.37851104,-0.30248487,-0.30213556,-0.075492606,0.5867193,-0.41585612,-0.68826014,0.05421469,-0.57954496,1145
0.21407409,-0.32578042,-0.21001065,0.40671724,-0.38098097,0.054882765,0.33415413,0.30636817,-0.3762024,0.27553418,-0.301344,0.32306767,-0.39201906,-0.05709633,-0.15924723,-0.45098335,1174
0.13076909,0.15357324,0.5363325,0.77313954,0.15238486,0.2889813,0.555012,0.38147518,-0.42985654,0.43067113,-0.19037148,0.31408438,0.04713507,-0.25702745,-0.14239588,-0.4603635,1180
0.5488782,-0.22125392,-0.54600555,0.25991762,-0.36722568,0.28583708,0.29618013,-0.32044947,-0.19442387,0.36522147,-0.7308598,-0.48412174,-0.7497289,-0.2633812,-0.2224544,-0.55700475,1202
-0.11758822,-0.3626513,0.24778359,0.41296628,-0.31875032,0.080035985,0.5909053,0.5559745,-0.6094607,0.5136721,-0.042006463,0.13581549,-0.15235236,0.12381969,0.6343816,-0.29013973,1220
0.12573713,-0.3706,-0.42637885,0.32666647,-0.52793425,0.085200764,0.07970794,0.4612241,0.15557393,-0.023540763,-0.3777783,0.19549243,-0.69823676,0.4120754,0.05415882,-0.61063915,1255
-0.30114925,-0.050791163,-0.6374174,-0.81263137,0.62789863,0.1107711,0.34144586,-0.18648763,-0.75683737,-0.27376187,0.12711616,0.20750391,-0.0073466906,-0.6487898,0.064183384,-0.83660436,1267
-0.0887989,-0.07225732,0.30556542,0.44850218,0.4978801,0.5714817,0.053143315,-0.26468596,0.22885536,-0.41802385,-0.064258605,0.16566288,-0.20400223,0.0038127785,0.6943827,-0.72479606,1305
-0.63951313,-0.4501905,-0.14528538,-0.59621364,0.47909808,-0.22121319,0.55838627,0.099573135,-0.3752848,0.37241405,0.33024547,-0.04393206,-0.1342516,0.005911449,0.7203166,-0.59201074,1307
0.16316468,-0.3248755,0.087423265,0.763898,-0.04861117,-0.06257107,0.2729319,-0.14220001,-0.4361841,0.56322795,0.20102656,0.13196084,-0.16253503,0.021161987,-0.14216016,-0.6913167,1314
0.010754073,-0.18847093,-0.0736759,0.72116,-0.38059855,0.37328368,0.18468845,0.28717557,-0.21446556,0.3363064,0.043162987,0.1956329,-0.12949952,0.6971319,0.21551776,-0.33618295,1324
-0.4535607,-0.037075143,-0.57103425,-0.093766764,0.18138896,-0.18130627,0.50601286,0.34810326,-0.21628487,-0.119803846,-0.52256864,0.29205006,0.31752673,0.12851067,-0.62147504,-0.80231816,1406
-0.6051382,-0.3443073,0.06424298,0.06167737,0.16555975,-0.16578351,0.66191393,0.16823111,-0.31925133,0.52601475,0.22621801,-0.0669395,0.11860557,-0.07071229,0.48871776,-0.6652127,1428
0.5688485,-0.045289606,-0.46193078,0.6036021,0.6558427,0.5422543,-0.43926364,-0.47968224,-0.41264823,0.43850693,0.12668723,0.30933097,0.32179195,-0.021367004,0.36038622,-0.3784109,1466
0.2684057,-0.07887549,0.17527933,0.52677256,0.21406732,0.29245067,0.3727832,0.18085645,0.46854594,-0.28344113,0.6440906,0.69775003,-0.5544105,-0.032189462,-0.08499225,-0.81342596,1470
-0.2404837,-0.5749063,-0.18927981,-0.14440049,0.28223795,0.24947487,0.64721626,0.5332806,-0.053871486,-0.4829176,-0.37238932,-0.6038758,-0.5334029,-0.18114041,0.1951017,-0.8320728,1509
-0.206752,-0.16011176,0.16629866,0.47586924,0.44055623,-0.12463421,0.5936203,-0.4477215,-0.19551514,0.09631432,-0.24441269,0.5959757,-0.2906472,-0.61352575,-0.8239475,-0.5438026,1542
-0.22080113,-0.29059333,0.067590706,-0.5034286,0.31656477,0.42549157,0.67335945,0.10888054,-0.54204947,-0.44553256,-0.3479326,-0.5198374,-0.691603,-0.25119445,0.57926327,-0.70928305,1561
0.36150855,0.12142963,-0.28119272,0.56385624,-0.25051454,0.11982876,0.040265337,-0.47713155,-0.56433785,0.055306,-0.47564614,0.16298167,-0.3920337,0.6094073,0.1649666,-0.47361967,1571
0.07356783,-0.25186795,0.5663289,0.50246555,0.029035477,0.18535975,0.6830735,0.28266996,-0.3584163,-0.0039315466,-0.15803146,0.491699,0.002028075,-0.022763656,-0.085063584,-0.6945477,1590
-0.09152274,-0.4973122,0.23525052,0.4414312,0.2428797,-0.067802794,0.55125946,-0.18991347,-0.28966275,0.20659637,0.29215223,0.4667591,-0.36343074,-0.19524007,-0.633984,-0.6685291,1615
0.22239785,0.43077716,-0.21221983,0.62888664,-0.21742888,0.4416909,-0.12867647,-0.18022047,-0.6693099,0.23706393,0.033962216,-0.032933787,-0.75495845,0.8567061,-0.03467307,-0.17646024,1625
0.34543753,-0.4988383,0.13540696,0.75651956,0.007008973,0.34372732,0.22801203,0.12135149,-0.5811082,0.45780346,-0.554361,-0.35838717,-0.23296574,0.3604511,0.49942318,-0.029258745,1642
0.21233544,-0.41205686,-0.46874058,0.4264792,0.15949632,-0.103057414,0.14218692,-0.685055,-0.3613992,-0.30210522,0.041097928,0.596895,-0.1477967,0.16823152,-0.36128086,-0.71853375,1650
0.2400631,-0.2933625,-0.2212579,0.045728877,-0.012401391,0.08134425,0.4281533,0.24504298,-0.63640416,0.20749679,-0.3517849,0.16885413,-0.14710936,-0.30951828,-0.40918425,-0.6997198,1659
-0.046908673,-0.23532906,-0.11940635,0.5335671,0.1143554,-0.1661427,0.54000753,-0.17965731,-0.51821285,0.5378986,0.4339189,-0.06957507,0.091978595,0.0071755038,-0.024490708,-0.80608124,1682
-0.2954056,-0.101746954,-0.65524685,0.70340735,0.10895547,0.019697543,-0.56539905,0.26544917,0.53827065,0.3009841,-0.52849793,-0.20292446,-0.023777278,-0.40834588,0.37903354,-0.64006644,1700
-0.08041031,-0.039715506,-0.035798974,0.045925114,0.04795882,-0.1447113,0.555947,-0.14990774,-0.0028990277,-0.3994626,-0.0990843,0.82965314,-0.4340488,0.06299556,-0.082078196,-0.7767241,1703
-0.49536374,0.07747489,-0.85061604,0.67677826,0.63482094,0.19489576,-0.51768064,0.71864086,0.70354,-0.22384967,-0.48309374,-0.3617935,0.15219551,-0.35583347,0.24690858,-0.5592412,1719
0.021414468,-0.58226603,-0.40498766,0.0020911214,0.05804837,0.20545068,0.2911787,-0.24588044,-0.4734449,0.67366934,0.28882402,-0.20325251,-0.49688065,0.25714308,-0.6110358,-0.5554724,1744
0.27001047,-0.61249024,-0.014450349,0.50018346,-0.40450892,-0.053415142,0.11827143,-0.2461905,0.055522826,-0.040102404,-0.64958245,0.48385012,-0.7994811,0.25662777,0.08286281,-0.37975073,1754
-0.05665332,0.05483811,0.009279669,0.63637763,0.356107,0.7393713,-0.24341601,0.19224672,0.4886265,-0.07883391,-0.6399836,-0.18797019,-0.076678805,0.53388476,0.38816065,-0.45037255,1770
0.034184277,-0.4358664,-0.20619123,0.075776726,0.041166954,-0.0019390556,0.47354117,-0.20317818,-0.38946807,0.73019123,0.34529006,-0.22130394,-0.51867694,0.661526,-0.5437099,-0.5226057,1798
-0.37153575,-0.4340238,-0.4663586,0.10543052,0.10187395,-0.19722052,0.47570586,-0.42867053,-0.29802826,0.65447855,0.3957459,-0.50151324,-0.4498501,0.6002066,-0.25100726,-0.66961455,1799
-0.42171773,-0.27521947,-0.23293309,-0.19492494,0.14393036,-0.22717574,0.7702803,-0.21572207,-0.4136881,0.59155726,0.35554907,-0.06752807,0.23811947,0.1302435,0.1383847,-0.83048636,1810
0.46140993,0.06305284,-0.5994403,0.7597447,0.3269627,0.27290604,-0.4026001,-0.7244293,-0.5462022,0.008517401,-0.19667654,0.10285537,0.09968531,0.33624917,0.6141127,-0.2899278,1832
-0.4790534,-0.6595001,-0.60121554,-0.41551197,0.48984602,-0.1073142,0.43882388,-0.18153317,-0.47554398,0.3145093,0.2541646,-0.379937,0.11559834,0.09192263,-0.2762132,-0.8460392,1843
-0.67274535,0.102495044,-0.18263967,0.91440964,0.05078642,0.66015357,-0.18989517,0.47868302,0.6613026,-0.15355745,-0.5846934,0.11198851,0.024785923,0.004448265,0.15446293,-0.3472789,1865
-0.13969117,0.15017475,-0.19783434,0.21369198,-0.47368643,0.124925986,0.6114254,0.65452427,0.04177087,0.1331106,-0.033113815,0.4738006,-0.6529624,0.51171726,-0.08355201,-0.18840335,1905
-0.50355715,-0.093727,-0.018144403,-0.3122598,-0.3664651,0.2642524,0.6373431,0.4113261,-0.42961836,-0.13826905,-0.27668828,0.46204054,-0.5163117,-0.41867992,0.17588374,-0.5675936,1962
-0.7115731,0.26363072,-0.27111036,-0.40869874,0.6699203,-0.0459626,0.1983553,-0.5734697,-0.7491462,0.031913865,-0.027963653,-0.39734423,0.26624784,-0.021473657,0.36764973,-0.8643477,1975
0.13549781,0.008244201,0.34430736,0.7848105,0.60432875,0.33586258,0.13303635,-0.18882886,0.20998672,-0.14979345,0.1774932,0.34944892,-0.43085667,-0.23399147,-0.46632087,-0.7656054,2000
-0.35121247,-0.34466106,-0.48473832,-0.24491413,0.4516515,-0.27754793,0.09885294,-0.37753862,-0.7654262,0.5469463,0.53383464,-0.28186524,-0.33246842,0.17393674,-0.0816143,-0.73572314,2001
-0.29082745,0.09799533,0.03743781,0.88976485,0.18233214,0.2940579,0.009571766,-0.32500398,-0.27729946,-0.04510838,0.0776829,0.21937372,0.14644039,-0.12182106,0.43930975,-0.5933818,2009
0.12097285,0.06886272,-0.09245068,0.75523514,0.53726304,0.5640341,-0.02251292,-0.23276596,0.48152092,-0.22754402,0.25853845,0.21995643,0.14565402,0.1028103,0.56647915,-0.6919311,2015
0.5031172,0.14391491,0.24739255,0.7908728,0.14415015,0.40158808,0.20199527,0.015237337,0.018871166,-0.22102854,0.15359576,0.4245728,-0.08101103,0.12728342,0.42053348,-0.64622927,2016
-0.43072554,-0.048249636,-0.16123374,-0.28214902,-0.22753985,0.4983776,0.50892514,0.048806597,-0.6680015,0.083345115,-0.27845615,-0.10212125,-0.29057232,-0.4890482,-0.39275387,-0.7914578,2095
-0.4390738,0.09243076,0.16206004,0.47888964,-0.29836875,0.24583775,0.5181661,0.13292956,-0.27611664,-0.1229446,-0.12232289,-0.0064895432,-0.029716454,0.18942742,0.4620154,-0.7562535,2112
-0.41498265,0.18622582,-0.32617512,0.664655,0.40179682,0.752989,-0.30493373,-0.10445409,0.5104047,0.1806452,-0.16142082,0.013425689,0.27617222,-0.01984534,0.19148126,-0.7112837,2122
0.3267162,-0.4018556,0.21445157,0.23754972,0.14086503,-0.030817622,0.37212875,0.44685853,-0.5466878,0.60425425,-0.43188423,0.17809834,-0.35702327,-0.3244687,-0.4409704,-0.4515346,2128
-0.69648886,-0.10929291,0.26478338,-0.3773431,0.4962572,0.071869306,0.6174124,-0.08250174,-0.6066249,0.1286079,-0.09681732,0.35210058,-0.16815388,-0.61581874,-0.35852978,-0.6631035,2152
0.23723683,0.061829403,-0.171012,-0.112120695,0.14286742,0.026659427,0.25144222,0.3978342,-0.62286335,-0.09243119,0.024867188,0.6703818,-0.23206744,-0.033055104,0.41211548,-0.64611447,2171
0.115867704,-0.07309701,0.016084326,0.49994323,0.47447634,0.6519263,0.35039338,0.74659073,0.36937666,-0.09626504,-0.056026984,-0.31970355,-0.17151254,0.3924373,0.057787184,-0.48685256,2178
-0.44121838,-0.77703834,-0.100789085,-0.5732071,0.3081275,0.13002183,0.6049719,0.047543082,-0.4211075,0.36880627,0.23218203,-0.24062745,-0.35248733,0.27605274,0.16919962,-0.7211893,2186
0.27424327,-0.40073085,0.40910527,0.45181227,0.11591017,0.3708524,0.41129157,0.49962118,-0.48132285,0.37482163,0.14930731,0.35932007,0.11480665,-0.06599875,0.10892787,-0.69588757,2192
-0.6601685,0.14123833,-0.5220424,-0.5407238,0.6963714,-0.26845577,0.36754265,-0.51729625,-0.7361301,0.4520752,0.44940367,-0.33656138,0.26933882,-0.25067106,0.30706564,-0.8228121,2200
0.6911558,-0.1462981,0.103816874,0.5365584,0.6232681,0.11191934,0.13167813,-0.2440958,-0.5922027,0.15686388,-0.26687044,0.70164156,0.14433323,-0.27822876,-0.47174534,-0.5645756,2209
-0.066013314,0.24919078,-0.17702653,0.6374873,0.172941,0.07882322,0.26924762,0.097609706,-0.46584806,-0.19192494,-0.5202304,-0.1039475,0.07097594,0.82265025,0.25815246,-0.4423645,2252
0.21213008,-0.22415839,-0.17396371,0.30645415,-0.19295086,0.07087837,0.4531252,0.20396414,-0.3271574,0.03899015,-0.26890048,0.57046145,-0.64997953,0.34893763,-0.20291708,-0.15128395,2290
0.2704392,-0.07786255,0.2455639,0.6521312,-0.14321028,0.5046379,0.38118723,0.3818879,0.46614227,-0.13060552,0.16905719,0.31329682,-0.36138862,0.041648343,0.26340118,-0.6740014,2342
0.6181024,-0.1257676,-0.7009094,0.68260443,0.22500771,-0.17381139,0.096865766,-0.13971971,0.02078758,0.13833071,0.19449694,0.813389,-0.557576,0.06351994,-0.1734227,-0.026915662,2360
-0.46742946,-0.30109292,-0.049182307,0.7256199,-0.37539804,-0.2895948,0.40583867,0.5068239,-0.26396844,0.57534385,0.38880885,0.09554485,-0.62105376,0.21820767,0.42672077,-0.24667197,2372
-0.42981774,-0.16549341,-0.018864298,0.005395658,0.034277886,0.19422731,0.36824527,0.25521377,-0.5689472,-0.14899151,-0.27261412,0.06816877,-0.27869454,-0.8508338,0.38009277,-0.69860697,2391
-0.33976367,-0.18664968,-0.09730025,0.067091756,-0.09088265,0.21610118,-0.014575759,-0.7074414,-0.3134371,-0.16367233,-0.36108115,-0.13887541,-0.82731074,0.3990113,0.31448585,-0.6587988,2395
0.21818896,0.46598822,-0.28809577,0.6551334,-0.15623155,0.3658135,-0.095851585,-0.24961641,-0.68701726,0.38333672,0.097640604,0.020839473,-0.6318127,0.81770766,0.0052287467,-0.13285616,2430
0.5125115,0.04766446,0.13480109,0.6556853,0.24496463,0.42357534,0.39358693,0.09161719,0.23753911,-0.35215825,0.035232835,0.6808188,-0.073344804,0.22261065,0.1048483,-0.7064468,2443
-0.2632434,0.8566686,-0.02496835,-0.080524005,-0.40127197,0.29338953,0.031797696,0.8341132,0.034882482,0.77650803,-0.5247174,0.7395071,-0.7102954,0.69497305,-0.08902504,0.28582317,2452
-0.119285695,-0.2453756,-0.33508277,-0.44239098,0.2688313,-0.32421517,0.24941796,0.040485766,-0.43685696,-0.32413816,0.016223675,0.6828141,-0.59084225,-0.5662248,0.7431184,-0.68102705,2457
0.25413868,-0.053097114,-0.4535033,0.5485625,-0.4182492,0.2532798,0.039027914,-0.07472575,-0.5840154,0.36272836,-0.4688806,-0.18630108,-0.33360296,-0.39439204,-0.39882642,-0.62544835,2462
0.54554343,0.2882578,-0.6705555,0.39045134,0.21410997,0.6766322,-0.3789882,-0.018339567,0.33718812,0.23305869,0.017676225,0.04448964,-0.36471778,-0.16482383,-0.06005104,-0.7187709,2465
0.10388017,-0.18617842,-0.54338783,0.10969544,0.060483247,0.57833093,0.2501208,0.07152607,-0.002110746,-0.27257952,-0.30895865,-0.33237407,-0.56091654,-0.119622335,-0.4028005,-0.7582921,2470
-0.6684954,-0.28342974,0.010360793,-0.0936862,0.6257612,-0.00167772,0.5225915,0.10890896,-0.21361431,-0.33819905,0.08883088,0.16863215,-0.06640175,-0.50447124,-0.0958139,-0.8313221,2499
0.473777,0.099747345,-0.5407958,0.05182765,0.6343218,0.51712394,0.33798748,-0.47224647,0.24099843,-0.7096022,-0.16414216,0.49890274,0.16366568,0.68280035,0.1669263,-0.7459569,2554
0.030563017,-0.21479067,-0.0112577975,0.73262817,0.44564924,0.5340775,-0.040444214,-0.13780642,0.3882063,-0.11217414,-0.2324302,0.0006777196,-0.027788274,0.15918142,0.75255805,-0.5240899,2578
